data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK;1HRK;1RON;1BGN;1TRY;1ILS;100CLP;1PHP;1MXN;1ZAR;1BRL;1MYR;1RUB;10000IDR;100INR;100KRW;1CNY;1XDR;nr tabeli;pe³ny numer tabeli;
;bat (Tajlandia);dolar amerykañski;dolar australijski;dolar Hongkongu;dolar kanadyjski;dolar nowozelandzki;dolar singapurski;euro;forint (Wêgry);frank szwajcarski;funt szterling;hrywna (Ukraina);jen (Japonia);korona czeska;korona duñska;korona islandzka;korona norweska;korona szwedzka;kuna (Chorwacja);lej rumuñski;lew (Bu³garia);lira turecka;nowy  izraelski szekel;peso  chilijskie;peso filipiñskie;peso meksykañskie;rand (Republika Po³udniowej Afryki);real (Brazylia);ringgit (Malezja);rubel rosyjski;rupia indonezyjska;rupia  indyjska;won po³udniowokoreañski;yuan renminbi (Chiny);SDR (MFW);
20150102;0,1084;3,5725;2,9093;0,4606;3,0637;2,7681;2,6897;4,3078;1,3512;3,5833;5,5296;0,2287;2,9671;0,1554;0,5788;2,7927;0,4761;0,4547;0,5618;0,9607;2,2025;1,5225;0,9104;0,5890;0,0796;0,2415;0,3062;1,3443;1,0153;0,0588;2,8671;5,6474;0,3232;0,5722;5,1406;1;001/A/NBP/2015;
20150105;0,1091;3,5975;2,9094;0,4638;3,0557;2,7601;2,6996;4,3008;1,3476;3,5792;5,5064;0,2303;2,9926;0,1553;0,5779;2,7909;0,4714;0,4528;0,5603;0,9563;2,1989;1,5383;0,9134;0,5863;0,0799;0,2422;0,3081;1,3350;1,0166;0,0613;2,8643;5,6814;0,3241;0,5713;5,1322;2;002/A/NBP/2015;
20150107;0,1105;3,6375;2,9327;0,4691;3,0646;2,8183;2,7213;4,3115;1,3490;3,5898;5,4983;0,2326;3,0604;0,1559;0,5794;2,7951;0,4639;0,4573;0,5618;0,9587;2,2044;1,5619;0,9160;0,5900;0,0807;0,2444;0,3103;1,3471;1,0156;0,0577;2,8648;5,7433;0,3303;0,5727;5,1860;3;003/A/NBP/2015;
20150108;0,1109;3,6482;2,9595;0,4705;3,0879;2,8491;2,7285;4,2985;1,3535;3,5792;5,4919;0,2331;3,0467;0,1540;0,5777;2,7885;0,4759;0,4577;0,5600;0,9580;2,1978;1,5790;0,9169;0,5939;0,0811;0,2484;0,3129;1,3595;1,0243;0,0593;2,8476;5,8320;0,3331;0,5852;5,1933;4;004/A/NBP/2015;
20150109;0,1102;3,6252;2,9438;0,4676;3,0580;2,8327;2,7091;4,2837;1,3479;3,5663;5,4835;0,2320;3,0383;0,1531;0,5758;2,7843;0,4735;0,4513;0,5580;0,9550;2,1902;1,5738;0,9170;0,5915;0,0807;0,2467;0,3122;1,3610;1,0173;0,0589;2,8644;5,8155;0,3321;0,5844;5,1916;5;005/A/NBP/2015;
20150112;0,1101;3,6218;2,9564;0,4671;3,0482;2,8134;2,7118;4,2782;1,3453;3,5623;5,4768;0,2318;3,0400;0,1505;0,5751;2,7799;0,4687;0,4486;0,5572;0,9539;2,1874;1,5828;0,9174;0,5894;0,0806;0,2478;0,3150;1,3770;1,0149;0,0578;2,8607;5,8235;0,3339;0,5839;5,1760;6;006/A/NBP/2015;
20150113;0,1103;3,6252;2,9505;0,4675;3,0251;2,8110;2,7122;4,2802;1,3470;3,5639;5,4762;0,2320;3,0576;0,1507;0,5753;2,7812;0,4699;0,4542;0,5572;0,9544;2,1884;1,5891;0,9212;0,5879;0,0809;0,2473;0,3151;1,3558;1,0087;0,0557;2,8621;5,8393;0,3345;0,5834;5,1803;7;007/A/NBP/2015;
20150114;0,1113;3,6525;2,9710;0,4709;3,0494;2,8221;2,7342;4,2885;1,3410;3,5712;5,5407;0,2334;3,1206;0,1520;0,5765;2,7947;0,4725;0,4519;0,5581;0,9540;2,1927;1,5916;0,9263;0,5895;0,0818;0,2488;0,3158;1,3816;1,0163;0,0554;2,8879;5,8718;0,3375;0,5845;5,2011;8;008/A/NBP/2015;
20150115;0,1117;3,6588;2,9968;0,4718;3,0665;2,8414;2,7642;4,2897;1,3339;4,1611;5,5616;0,2337;3,1281;0,1531;0,5768;2,7964;0,4723;0,4502;0,5581;0,9532;2,1933;1,6118;0,9397;0,5862;0,0824;0,2513;0,3194;1,4026;1,0274;0,0563;2,8887;5,9311;0,3405;0,5847;5,2072;9;009/A/NBP/2015;
