data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK;1HRK;1RON;1BGN;1TRY;1ILS;100CLP;1PHP;1MXN;1ZAR;1BRL;1MYR;1RUB;10000IDR;100INR;100KRW;1CNY;1XDR;nr tabeli;pe³ny numer tabeli;
;bat (Tajlandia);dolar amerykañski;dolar australijski;dolar Hongkongu;dolar kanadyjski;dolar nowozelandzki;dolar singapurski;euro;forint (Wêgry);frank szwajcarski;funt szterling;hrywna (Ukraina);jen (Japonia);korona czeska;korona duñska;korona islandzka;korona norweska;korona szwedzka;kuna (Chorwacja);lej rumuñski;lew (Bu³garia);lira turecka;nowy  izraelski szekel;peso  chilijskie;peso filipiñskie;peso meksykañskie;rand (Republika Po³udniowej Afryki);real (Brazylia);ringgit (Malezja);rubel rosyjski;rupia indonezyjska;rupia  indyjska;won po³udniowokoreañski;yuan renminbi (Chiny);SDR (MFW);
20170102;0,1175;4,2106;3,0187;0,5428;3,1402;2,9146;2,9039;4,4157;1,4270;4,1209;5,1925;0,1554;3,5858;0,1634;0,5938;3,7076;0,4876;0,4626;0,5847;0,9726;2,2577;1,1904;1,0936;0,6289;0,0847;0,2036;0,3062;1,2938;0,9387;0,0687;3,1255;6,1827;0,3487;0,6063;5,6315;1;001/A/NBP/2017;
20170103;0,1178;4,2271;3,0477;0,5453;3,1494;2,9309;2,9163;4,4002;1,4226;4,1137;5,1975;0,1561;3,5802;0,1629;0,5920;3,6961;0,4880;0,4611;0,5818;0,9714;2,2498;1,1768;1,0977;0,6309;0,0850;0,2041;0,3072;1,2875;0,9416;0,0695;3,1382;6,1887;0,3504;0,6082;5,6117;2;002/A/NBP/2017;
20170104;0,1174;4,2037;3,0539;0,5420;3,1429;2,9167;2,9079;4,3877;1,4207;4,0978;5,1596;0,1571;3,5712;0,1624;0,5902;3,6965;0,4871;0,4605;0,5800;0,9708;2,2434;1,1743;1,0911;0,6239;0,0847;0,1990;0,3082;1,2873;0,9346;0,0691;3,1275;6,1660;0,3498;0,6065;5,6472;3;003/A/NBP/2017;
20170105;0,1164;4,1667;3,0375;0,5373;3,1329;2,9052;2,9056;4,3766;1,4175;4,0876;5,1266;0,1586;3,5724;0,1619;0,5887;3,6840;0,4858;0,4595;0,5776;0,9707;2,2378;1,1505;1,0812;0,6206;0,0841;0,1945;0,3044;1,2954;0,9289;0,0691;3,1149;6,1327;0,3506;0,6051;5,6194;4;004/A/NBP/2017;
20170109;0,1164;4,1592;3,0423;0,5364;3,1400;2,8973;2,8864;4,3783;1,4210;4,0863;5,0534;0,1542;3,5537;0,1621;0,5889;3,6562;0,4861;0,4579;0,5780;0,9721;2,2386;1,1178;1,0786;0,6234;0,0839;0,1952;0,3020;1,2902;0,9292;0,0694;3,1125;6,0979;0,3450;0,5999;5,5806;5;005/A/NBP/2017;
20170110;0,1159;4,1270;3,0328;0,5322;3,1199;2,8886;2,8747;4,3735;1,4167;4,0737;5,0132;0,1520;3,5580;0,1619;0,5883;3,6145;0,4812;0,4574;0,5782;0,9724;2,2362;1,0926;1,0737;0,6151;0,0833;0,1923;0,3018;1,2910;0,9224;0,0688;3,0997;6,0524;0,3446;0,5961;5,5895;6;006/A/NBP/2017;
20170111;0,1166;4,1465;3,0594;0,5347;3,1332;2,9062;2,8837;4,3684;1,4124;4,0706;5,0266;0,1523;3,5694;0,1616;0,5876;3,5851;0,4816;0,4566;0,5775;0,9718;2,2335;1,0771;1,0755;0,6189;0,0835;0,1906;0,3028;1,2976;0,9273;0,0689;3,1108;6,0613;0,3460;0,5978;5,5643;7;007/A/NBP/2017;
20170112;0,1162;4,1103;3,0844;0,5299;3,1502;2,9275;2,8836;4,3728;1,4212;4,0791;5,0413;0,1507;3,6039;0,1619;0,5882;3,6020;0,4830;0,4597;0,5798;0,9736;2,2358;1,0729;1,0739;0,6129;0,0830;0,1896;0,3040;1,2852;0,9218;0,0692;3,0921;6,0385;0,3492;0,5959;5,5921;8;008/A/NBP/2017;
20170113;0,1160;4,1084;3,0782;0,5298;3,1238;2,9250;2,8784;4,3730;1,4231;4,0753;5,0152;0,1485;3,5835;0,1618;0,5882;3,5962;0,4834;0,4605;0,5802;0,9728;2,2359;1,0751;1,0758;0,6209;0,0825;0,1883;0,3038;1,2886;0,9207;0,0691;3,0816;6,0213;0,3496;0,5956;5,5394;9;009/A/NBP/2017;
